name,estimated_hours,prerequisites,skills,concept_overlap_group,module_list,course_description,course_type,industry_relevance,job_market_demand,skill_level,skill_category,core_skills,prerequisite_level,recommended_background,next_courses,target_roles,career_importance,learning_outcomes,practical_application,assessment_method,difficulty_score,num_prerequisites,num_skills,difficulty_Advanced,difficulty_Beginner,difficulty_Intermediate,category_Arts And Humanities,category_Business,category_Computer Science,category_Data Science,category_Health,category_Information Technology,category_Language Learning,category_Math And Logic,category_Personal Development,category_Physical Science And Engineering,category_Social Sciences,goal_role_AI Engineer,goal_role_Backend Developer,goal_role_Data Analyst,goal_role_Data Scientist,goal_role_Full Stack,goal_role_ML Engineer,difficulty,learning_load,skill_density,prerequisite_density,learning_complexity
Exploring Quantum Physics,0.25142217814650036,Vibrations,"Vibrations, Mathematical Modeling, Semiconductors, Physical Science, Mechanics, Advanced Mathematics, Physics",59,Not Specified,Introduces key concepts and practical applications of None.,Physical Science And Engineering,High,High,Beginner,Physical Science And Engineering,Vibrations; Mathematical Modeling; Semiconductors; Physical Science; Mechanics,Not Specified,Relevant fundamentals based on prerequisites.,To be recommended,Full Stack,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,1,0.0,-1.2731636362964902,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0,0.25142217814650036,-0.7974715718842448,0.02564102564102564,7
Introduction to Parallel Programming with CUDA,-1.035722078576198,Program Development,"Program Development, System Programming, Hardware Architecture, Data Storage, Distributed Computing, Debugging, C and C++, Computer Architecture, Algorithms, Performance Testing, OS Process Management, Computational Thinking, Performance Tuning, Data Access, Data Structures",4,"Students will learn how to utilize the CUDA framework to write C/C++ software that runs on CPUs and Nvidia GPUs.
Student",Introduces key concepts and practical applications of None.,Computer Science,High,High,Beginner,Computer Science,Program Development; System Programming; Hardware Architecture; Data Storage; Distributed Computing,Not Specified,Relevant fundamentals based on prerequisites.,To be recommended,AI Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,1,0.0,0.8893223701519004,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,-1.035722078576198,1.0128268660142254,0.05263157894736842,15
Introduction to Budgeting for Events,-0.26343552454257896,Event Management,"Event Management, Budgeting, Operating Budget, Budget Management, Financial Analysis, Cost Management, Revenue Forecasting, Cost Estimation, Event Planning, Expense Management, Return On Investment, Profit and Loss (P&L) Management",60,Not Specified,Introduces key concepts and practical applications of None.,Business,High,High,Beginner,Business,Event Management; Budgeting; Operating Budget; Budget Management; Financial Analysis,Not Specified,Relevant fundamentals based on prerequisites.,To be recommended,Data Analyst,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,1,0.0,0.07839011773375393,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,-0.26343552454257896,-0.18133445724409314,0.03225806451612903,12
Let's talk about it: A Health and Immigration Teach Out,-0.5852215887232535,Diversity Equity and Inclusion Initiatives,"Diversity Equity and Inclusion Initiatives, Public Health and Disease Prevention, Discussion Facilitation, Immigration Law, Community Health, Patient Advocacy, Health Policy, Social Determinants Of Health, Cultural Responsiveness, Community Organizing, Community Development, Advocacy, Health Care, Oncology, Social Justice, Health Equity, Community Outreach, Health Disparities",51,Not Specified,Introduces key concepts and practical applications of None.,Health,High,High,Advanced,Health,Diversity Equity and Inclusion Initiatives; Public Health and Disease Prevention; Discussion Facilitation; Immigration Law; Community Health,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,Data Scientist,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,0.0,1.7002546225700468,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,2,-0.5852215887232535,0.7244607431631417,0.038461538461538464,90
Perform data science with Azure Databricks,-1.4862225684291424,Databricks,"Databricks, Microsoft Azure, Deep Learning, PySpark, MLOps (Machine Learning Operations), Data Processing, Apache Spark, Applied Machine Learning, Exploratory Data Analysis, Machine Learning, Data Transformation, Scikit Learn (Machine Learning Library), Big Data",49,Harness the power of Apache Spark and powerful clusters running on the Azure Databricks platform to run data science wor,Introduces key concepts and practical applications of None.,Computer Science,High,High,Beginner,Computer Science,Databricks; Microsoft Azure; Deep Learning; PySpark; MLOps (Machine Learning Operations),Not Specified,Relevant fundamentals based on prerequisites.,To be recommended,Backend Developer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,1,0.0,0.34870086853980276,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,-1.4862225684291424,1.8849341333867737,0.08333333333333333,13
Electrical Characterization: Diodes,1.1524231578523891,Test Equipment,"Test Equipment, Production Process, Laboratory Equipment, Manufacturing Processes, Electronic Systems, Process Control, Electronic Components, Electrical Engineering, Engineering, Scientific, and Technical Instruments, Basic Electrical Systems, Applied Mathematics, Semiconductors, Materials science, Engineering Calculations",79,"Define resistance, resistivity, and sheet resistance and their associated units.
Define resistance, resistivity, and she",Introduces key concepts and practical applications of None.,Physical Science And Engineering,High,High,Advanced,Physical Science And Engineering,Test Equipment; Production Process; Laboratory Equipment; Manufacturing Processes; Electronic Systems,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,Full Stack,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,0.0,1.1596331209579491,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,2,1.1524231578523891,-0.4342179155568968,0.018867924528301886,80
In Depth CapCut Video Editing Masterclass: Core Editing,1.281137583524659,Timelines,"Timelines, Editing, Video Editing, Productivity, Video Production, Storytelling",64,Not Specified,Introduces key concepts and practical applications of None.,Arts And Humanities,High,High,Intermediate,Arts And Humanities,Timelines; Editing; Video Editing; Productivity; Video Production,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,ML Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,0.0,-1.543474387102539,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,1.281137583524659,-1.006391371495295,0.01818181818181818,18
"Positive Psychology: Character, Grit and Research Methods",-0.32779273737871384,Research Design,"Research Design, Research Methodologies, Case Studies, Psychological Evaluations, Data Collection, Tenacity, Persistence, Qualitative Research, Program Evaluation, Surveys, Critical Thinking, Reliability, Descriptive Statistics, Interviewing Skills",48,"Assess whether a hypothesis is good based on its characteristics
Assess whether a hypothesis is good based on its charac",Introduces key concepts and practical applications of None.,Health,High,High,Advanced,Health,Research Design; Research Methodologies; Case Studies; Psychological Evaluations; Data Collection,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,AI Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,0.0,0.6190116193458516,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,2,-0.32779273737871384,0.05481052454229171,0.03333333333333333,70
Expedite – Skills for Industry: EDA Explained,-0.19907831170644402,Electronic Systems,"Electronic Systems, Computer-Aided Design, Electronics, Electronic Components, Electrical Engineering, Engineering, Emerging Technologies, Automation, Semiconductors, Design Software, Electronic Hardware, Artificial Intelligence, Design, Electronics Engineering, Sustainable Design, Environmental Issue, Embedded Systems",49,"Explain the foundational concepts, historical evolution, and key functions of Electronic Design Automation (EDA) tools.
",Introduces key concepts and practical applications of None.,Physical Science And Engineering,High,High,Advanced,Physical Science And Engineering,Electronic Systems; Computer-Aided Design; Electronics; Electronic Components; Electrical Engineering,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,Full Stack,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,0.0,1.429943871763998,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,2,-0.19907831170644402,0.24647887546857192,0.03125,85
Introduction to AI and Machine Learning,-0.8426504400677932,Natural Language Processing,"Natural Language Processing, Reinforcement Learning, Computer Vision, Applied Machine Learning, Data Wrangling, Artificial Intelligence, AWS SageMaker, Machine Learning",63,"Understand core AI concepts, including AI models, components, and real-world applications.
Understand core AI concepts, ",Introduces key concepts and practical applications of None.,Information Technology,High,High,Advanced,Information Technology,Natural Language Processing; Reinforcement Learning; Computer Vision; Applied Machine Learning; Data Wrangling,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,Data Analyst,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,0.0,-1.0028528854904413,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,2,-0.8426504400677932,-0.2509595132990468,0.045454545454545456,40
EKP1: Modernity and the Emergence of Korean Philosophy,0.8949943065078495,Cultural Diversity,"Cultural Diversity, Ancient History, Research, Culture, World History",74,"Examine the definitions of philosophy and Korean philosophy
Examine the definitions of philosophy and Korean philosophy
",Introduces key concepts and practical applications of None.,Arts And Humanities,High,High,Beginner,Arts And Humanities,Cultural Diversity; Ancient History; Research; Culture; World History,Not Specified,Relevant fundamentals based on prerequisites.,To be recommended,AI Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,1,0.0,-1.8137851379085879,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0.8949943065078495,-1.0273144112995642,0.02040816326530612,5
