course_id,name,category,difficulty,estimated_hours,goal_role,prerequisites,skills,concept_overlap_group,module_list,url,course_description,course_type,industry_relevance,job_market_demand,skill_level,skill_category,core_skills,prerequisite_level,recommended_background,next_courses,target_roles,career_importance,learning_outcomes,practical_application,assessment_method,difficulty_score,career_value_score,skill_growth_score,num_prerequisites,num_skills,learning_load,skill_density
C262,Storying the Self: How Stories Shape our Identities,Personal Development,Advanced,18,Backend Developer,Self-Awareness,"Self-Awareness, Media and Communications, Communication, Cultural Diversity, Empathy, Personal Development, Social Sciences, Leadership, Creativity, Storytelling",70,"Reflect on how our own life experiences and identities have shaped us as leaders and creators.
Reflect on how our own li",https://www.coursera.org/learn/storying-the-self-how-stories-shape-our-identities,Introduces key concepts and practical applications of None.,Personal Development,High,High,Advanced,Personal Development,Self-Awareness; Media and Communications; Communication; Cultural Diversity; Empathy,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,,Backend Developer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,8,8,1,10,18,10
C263,Curanderismo: Traditional Healing Using Plants,Arts And Humanities,Advanced,19,Data Analyst,Preventative Care,"Preventative Care, Stress Management, Health Education, Health Care, Cultural Diversity, Pain Management, Nutrition and Diet",79,"Students will be able to provide Information on the history,  traditions, rituals, herbs, and remedies of Curanderismo.
",https://www.coursera.org/learn/curanderismo-plants,Introduces key concepts and practical applications of None.,Arts And Humanities,High,High,Advanced,Arts And Humanities,Preventative Care; Stress Management; Health Education; Health Care; Cultural Diversity,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,,Data Analyst,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,8,8,1,7,19,7
C264,Mastering Natural Light in Portrait Photography,Arts And Humanities,Intermediate,46,Backend Developer,Post-Production,"Post-Production, Adobe Creative Cloud, Image Quality, Photography, Photo Editing",75,,https://www.coursera.org/learn/mastering-natural-light-in-portrait-photography,Introduces key concepts and practical applications of None.,Arts And Humanities,High,High,Intermediate,Arts And Humanities,Post-Production; Adobe Creative Cloud; Image Quality; Photography; Photo Editing,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,,Backend Developer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,8,8,1,5,46,5
C265,"Solid Waste Collection, Storage and Transportation",Physical Science And Engineering,Intermediate,32,Data Analyst,Environmental Regulations,"Environmental Regulations, Laboratory Testing, Transportation Operations, Waste Minimization, Environmental Policy, Environmental Monitoring, Environmental Engineering, Civil Engineering, Environmental Laws, Environmental Resource Management, Emerging Technologies, Sustainable Technologies, Internet Of Things, Estimation, Sustainable Engineering",50,,https://www.coursera.org/learn/solidwaste-collection-storage-and-transportation,Introduces key concepts and practical applications of None.,Physical Science And Engineering,High,High,Intermediate,Physical Science And Engineering,Environmental Regulations; Laboratory Testing; Transportation Operations; Waste Minimization; Environmental Policy,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,,Data Analyst,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,8,8,1,15,32,15
C266,English Pre Advanced B2.2,Language Learning,Beginner,47,Backend Developer,Communication,"Communication, Cultural Diversity, Vocabulary, English Language, Journalism, Grammar",9,"Build advanced-level competency in English communication for life or the international workplace
Build advanced-level co",https://www.coursera.org/learn/english-pre-advanced-b2-2,Introduces key concepts and practical applications of None.,Language Learning,High,High,Beginner,Language Learning,Communication; Cultural Diversity; Vocabulary; English Language; Journalism,Unknown,Relevant fundamentals based on prerequisites.,,Backend Developer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,1,8,8,1,6,47,6
C267,Speaking and Presenting: Conversation Starters,Personal Development,Intermediate,16,Full Stack,Persuasive Communication,"Persuasive Communication, Ingenuity, Interpersonal Communications, Adaptability, Verbal Communication Skills, Active Listening, Creativity, Cognitive flexibility, Presentations, Storytelling, Communication, Driving engagement, Public Speaking",64,"How to incorporate a ""little bit of mischief"" to your presentations in a way that delights and informs your audience
How",https://www.coursera.org/learn/speaking-presenting-conversation-starters,Introduces key concepts and practical applications of None.,Personal Development,High,High,Intermediate,Personal Development,Persuasive Communication; Ingenuity; Interpersonal Communications; Adaptability; Verbal Communication Skills,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,,Full Stack,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,8,8,1,13,16,13
C268,Cloud Security Risks: Identify and Protect Against Threats,Computer Science,Intermediate,12,Data Scientist,Vulnerability Management,"Vulnerability Management, Network Analysis, Cloud Computing, Infrastructure as Code (IaC), Threat Management, Data Security, Vulnerability Assessments, Data Governance, Personally Identifiable Information, Authentications, Identity and Access Management, Containerization, Multi-Factor Authentication, Authorization (Computing), Cloud-Native Computing, Infrastructure Security, Role-Based Access Control (RBAC), Cloud Security",19,"Describe fundamental identity and access management concepts specific to the cloud.
Describe fundamental identity and ac",https://www.coursera.org/learn/cloud-security-risks-identify-and-protect-against-threats,Introduces key concepts and practical applications of None.,Computer Science,High,High,Intermediate,Computer Science,Vulnerability Management; Network Analysis; Cloud Computing; Infrastructure as Code (IaC); Threat Management,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,,Data Scientist,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,8,8,1,18,12,18
C269,The Nuts and Bolts of Machine Learning,Data Science,Advanced,52,Backend Developer,Unsupervised Learning,"Unsupervised Learning, Data Validation, Applied Machine Learning, Feature Engineering, Supervised Learning, Data Ethics, Decision Tree Learning, Workflow Management, Python Programming, Machine Learning, Random Forest Algorithm, Advanced Analytics, Performance Tuning, Classification And Regression Tree (CART)",16,"Identify characteristics of the different types of machine learning
Identify characteristics of the different types of m",https://www.coursera.org/learn/the-nuts-and-bolts-of-machine-learning,Introduces key concepts and practical applications of None.,Data Science,High,High,Advanced,Data Science,Unsupervised Learning; Data Validation; Applied Machine Learning; Feature Engineering; Supervised Learning,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,,Backend Developer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,8,8,1,14,52,14
C270,Specialized RMAN Features and Advanced Use Cases,Information Technology,Intermediate,8,AI Engineer,Database Architecture and Administration,"Database Architecture and Administration, Cloud Services, Data Storage Technologies, Database Administration, Oracle Databases, Performance Tuning, Encryption, Disaster Recovery, Cloud Storage",7,"Execute advanced RMAN database duplication techniques, including remote host and multitenant setups.
Execute advanced RM",https://www.coursera.org/learn/packt-specialized-rman-features-and-advanced-use-cases-f2n1f,Introduces key concepts and practical applications of None.,Information Technology,High,High,Intermediate,Information Technology,Database Architecture and Administration; Cloud Services; Data Storage Technologies; Database Administration; Oracle Databases,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,,AI Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,8,8,1,9,8,9
C271,IBM Storage Scale Administration,Information Technology,Beginner,24,Full Stack,Data Storage Technologies,"Data Storage Technologies, Encryption, System Monitoring, Systems Administration, Servers, Command-Line Interface, Performance Tuning, Linux Administration, Security Controls, Configuration Management, System Configuration, Data Security, Software Installation, Event Monitoring",5,,https://www.coursera.org/learn/ibm-storage-scale-administration,Introduces key concepts and practical applications of None.,Information Technology,High,High,Beginner,Information Technology,Data Storage Technologies; Encryption; System Monitoring; Systems Administration; Servers,Unknown,Relevant fundamentals based on prerequisites.,,Full Stack,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,1,8,8,1,14,24,14
C272,Auditing II: The Practice of Auditing,Business,Advanced,24,Data Scientist,Internal Auditing,"Internal Auditing, Business Process, Verification And Validation, External Auditing, Compliance Auditing, Auditing, Audit Planning, Internal Controls, Generally Accepted Auditing Standards, Business Risk Management, Fraud detection, Probability & Statistics, Auditors Report, Risk Analysis, Audit Working Papers, Financial Auditing, Financial Reporting, Financial Controls, Risk Management",78,"Explain the core concepts related to the development and nature of strategic-systems auditing.
Explain the core concepts",https://www.coursera.org/learn/auditing-part2-the-practice,Introduces key concepts and practical applications of None.,Business,High,High,Advanced,Business,Internal Auditing; Business Process; Verification And Validation; External Auditing; Compliance Auditing,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,,Data Scientist,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,8,8,1,19,24,19
C273,Migration and health,Health,Intermediate,14,ML Engineer,Health Care,"Health Care, Health Equity, Public Policies, Health Systems, Research, Social Determinants Of Health, Health Policy, Governance, Climate Change Programs, Health Disparities, Policy Analysis, Public Health",5,,https://www.coursera.org/learn/migration-health,Introduces key concepts and practical applications of None.,Health,High,High,Intermediate,Health,Health Care; Health Equity; Public Policies; Health Systems; Research,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,,ML Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,8,8,1,12,14,12
C274,Machine Learning Foundations: A Case Study Approach,Data Science,Advanced,34,Data Scientist,Natural Language Processing,"Natural Language Processing, Machine Learning, Supervised Learning, Deep Learning, Image Analysis, Python Programming, Computer Vision, Applied Machine Learning, Feature Engineering, Data Mining, Artificial Intelligence, Classification And Regression Tree (CART), Predictive Modeling, Text Mining, Regression Analysis",28,,https://www.coursera.org/learn/ml-foundations,Introduces key concepts and practical applications of None.,Data Science,High,High,Advanced,Data Science,Natural Language Processing; Machine Learning; Supervised Learning; Deep Learning; Image Analysis,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,,Data Scientist,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,8,8,1,15,34,15
